"customer_id","gender","age","married","state","number_of_referrals","tenure_in_months","value_deal","phone_service","multiple_lines","internet_service","internet_type","online_security","online_backup","device_protection_plan","premium_support","streaming_tv","streaming_movies","streaming_music","unlimited_data","contract","paperless_billing","payment_method","monthly_charge","total_charges","total_refunds","total_extra_data_charges","total_long_distance_charges","total_revenue","customer_status","churn_category","churn_reason"
"53023-UTT","Male",26,"Yes","Uttar Pradesh",6,23,"None","Yes","Yes","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",116.80,8573.55,0.00,0.00,1152.72,9726.27,"Stayed","Others","Others"
"13717-UTT","Male",56,"Yes","Uttar Pradesh",15,26,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",68.95,351.50,0.00,0.00,93.25,444.75,"Stayed","Others","Others"
"71897-MAH","Female",36,"Yes","Maharashtra",8,6,"Deal 1","Yes","Yes","Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","Yes","Two Year","Yes","Bank Withdrawal",101.30,7261.25,0.00,0.00,162.00,7423.25,"Stayed","Others","Others"
"15776-UTT","Female",38,"Yes","Uttar Pradesh",1,19,"None","No","No","Yes","DSL","Yes","Yes","Yes","Yes","No","No","No","Yes","Two Year","No","Bank Withdrawal",45.05,2560.10,0.00,0.00,0.00,2560.10,"Stayed","Others","Others"
"56731-BIH","Female",53,"Yes","Bihar",5,9,"Deal 1","Yes","Yes","Yes","Fiber Optic","No","Yes","Yes","No","No","Yes","Yes","Yes","Two Year","Yes","Credit Card",95.75,6945.15,0.00,0.00,1935.46,8880.61,"Stayed","Others","Others"
"49302-GUJ","Female",47,"No","Gujarat",14,4,"None","No","No","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Credit Card",61.25,1993.20,0.00,0.00,0.00,1993.20,"Stayed","Others","Others"
"73360-AND","Female",74,"No","Andhra Pradesh",0,30,"None","Yes","No","Yes","DSL","Yes","No","Yes","No","No","Yes","No","Yes","One Year","No","Credit Card",62.70,2791.50,0.00,0.00,480.15,3271.65,"Churned","Dissatisfaction","Limited range of services"
"36756-MAD","Male",64,"Yes","Madhya Pradesh",15,33,"None","No","No","Yes","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",25.10,25.10,0.00,0.00,0.00,25.10,"Churned","Competitor","Competitor made better offer"
"11925-MAH","Female",78,"Yes","Maharashtra",12,15,"None","Yes","Yes","No","None","No","No","No","No","No","No","No","No","One Year","No","Bank Withdrawal",25.20,1381.90,0.00,0.00,1571.50,2953.40,"Stayed","Others","Others"
"87346-MAD","Female",29,"Yes","Madhya Pradesh",12,20,"None","Yes","Yes","Yes","Fiber Optic","No","Yes","Yes","No","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal",94.10,1215.60,0.00,0.00,566.28,1781.88,"Churned","Other","Don't know"
"86818-MAH","Female",29,"Yes","Maharashtra",8,22,"Deal 4","Yes","Yes","Yes","Fiber Optic","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",83.75,1849.95,0.00,0.00,802.93,2652.88,"Stayed","Others","Others"
"65431-CHH","Female",31,"No","Chhattisgarh",12,24,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.35,76.35,0.00,0.00,49.72,126.07,"Churned","Price","Long distance charges"
"13829-PUN","Female",34,"Yes","Punjab",12,26,"None","No","No","Yes","DSL","Yes","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",30.50,30.50,0.00,0.00,0.00,30.50,"Churned","Attitude","Attitude of service provider"
"19279-UTT","Female",35,"No","Uttar Pradesh",14,18,"None","Yes","No","Yes","Fiber Optic","No","Yes","Yes","Yes","Yes","Yes","Yes","No","One Year","Yes","Bank Withdrawal",103.70,5656.75,0.00,20.00,1927.20,7603.95,"Stayed","Others","Others"
"27129-TAM","Male",44,"Yes","Tamil Nadu",0,27,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card",20.40,1172.20,0.00,0.00,1063.80,2236.00,"Stayed","Others","Others"
"81327-JHA","Female",69,"Yes","Jharkhand",6,3,"Deal 3","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","Yes","Bank Withdrawal",19.60,471.85,21.25,0.00,980.20,1430.80,"Stayed","Others","Others"
"42012-UTT","Female",49,"No","Uttar Pradesh",8,2,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Two Year","No","Bank Withdrawal",19.70,1396.90,0.00,0.00,2648.91,4045.81,"Stayed","Others","Others"
"79321-MAH","Female",22,"Yes","Maharashtra",4,8,"Deal 3","Yes","No","Yes","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","One Year","No","Credit Card",91.20,3247.55,0.00,0.00,1591.37,4838.92,"Stayed","Others","Others"
"82811-HAR","Female",46,"Yes","Haryana",2,18,"Deal 2","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","No","Bank Withdrawal",20.45,900.90,0.00,0.00,2429.42,3330.32,"Stayed","Others","Others"
"36568-HAR","Male",26,"Yes","Haryana",7,8,"None","Yes","Yes","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal",99.85,7942.15,0.00,0.00,2888.82,10830.97,"Stayed","Others","Others"
"62683-UTT","Female",30,"No","Uttar Pradesh",12,25,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","No","Bank Withdrawal",20.55,1446.15,30.53,0.00,1549.04,2964.66,"Stayed","Others","Others"
"18223-MAD","Male",32,"No","Madhya Pradesh",14,2,"None","No","No","Yes","Cable","Yes","No","Yes","Yes","No","No","No","Yes","Two Year","Yes","Credit Card",39.40,825.40,0.00,0.00,0.00,825.40,"Stayed","Others","Others"
"41111-MAH","Female",32,"No","Maharashtra",10,8,"None","Yes","Yes","No","None","No","No","No","No","No","No","No","No","Two Year","Yes","Bank Withdrawal",25.10,1070.15,0.00,0.00,1317.52,2387.67,"Stayed","Others","Others"
"74542-MAH","Female",41,"No","Maharashtra",15,21,"Deal 2","Yes","Yes","Yes","Fiber Optic","Yes","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",89.80,5408.60,0.00,0.00,279.40,5688.00,"Stayed","Others","Others"
"18842-HAR","Male",56,"Yes","Haryana",2,30,"Deal 2","Yes","Yes","Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",94.75,5597.65,0.00,0.00,967.01,6564.66,"Stayed","Others","Others"
"12210-DEL","Female",52,"No","Delhi",0,31,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Two Year","No","Bank Withdrawal",20.30,224.50,0.00,0.00,231.36,455.86,"Stayed","Others","Others"
"76566-UTT","Male",61,"No","Uttar Pradesh",1,21,"Deal 3","Yes","Yes","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",75.75,2004.75,0.00,0.00,682.02,2686.77,"Stayed","Others","Others"
"73036-JAM","Female",66,"Yes","Jammu & Kashmir",10,21,"None","Yes","No","Yes","DSL","Yes","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",49.25,91.10,0.00,0.00,87.98,179.08,"Churned","Competitor","Competitor made better offer"
"42964-MAH","Female",25,"Yes","Maharashtra",3,28,"Deal 3","Yes","No","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Credit Card",78.20,2313.55,0.00,0.00,1320.57,3634.12,"Stayed","Others","Others"
"18220-JHA","Male",35,"No","Jharkhand",12,19,"None","Yes","Yes","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card",25.50,630.60,44.42,0.00,592.25,1178.43,"Stayed","Others","Others"
"47645-PUN","Male",51,"Yes","Punjab",15,18,"None","Yes","No","Yes","Cable","Yes","Yes","Yes","No","No","No","No","Yes","One Year","Yes","Bank Withdrawal",61.60,1857.40,44.90,0.00,161.25,1973.75,"Stayed","Others","Others"
"82015-UTT","Female",52,"No","Uttar Pradesh",7,25,"None","No","No","Yes","DSL","Yes","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Credit Card",45.00,1332.45,12.26,0.00,0.00,1320.19,"Stayed","Others","Others"
"15644-ASS","Female",22,"No","Assam",6,3,"None","Yes","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",85.15,6316.20,0.00,0.00,2329.92,8646.12,"Stayed","Others","Others"
"24801-WES","Female",61,"Yes","West Bengal",12,28,"None","Yes","No","Yes","Cable","No","Yes","No","No","No","No","No","Yes","One Year","No","Credit Card",51.45,727.85,0.00,0.00,336.56,1064.41,"Stayed","Others","Others"
"85794-JHA","Female",36,"No","Jharkhand",5,4,"Deal 3","Yes","No","Yes","Fiber Optic","No","No","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",99.25,3532.00,0.00,0.00,1274.70,4806.70,"Stayed","Others","Others"
"28648-DEL","Male",54,"Yes","Delhi",3,14,"None","Yes","No","Yes","Fiber Optic","No","No","No","Yes","Yes","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal",94.20,2607.60,0.00,20.00,59.45,2687.05,"Stayed","Others","Others"
"85682-UTT","Female",26,"No","Uttarakhand",3,20,"None","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","No","No","One Year","No","Bank Withdrawal",81.25,5567.55,0.00,40.00,351.36,5958.91,"Stayed","Others","Others"
"93096-AND","Male",31,"Yes","Andhra Pradesh",9,14,"None","Yes","Yes","Yes","Fiber Optic","No","No","No","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card",99.95,3767.40,0.00,0.00,950.82,4718.22,"Stayed","Others","Others"
"49974-RAJ","Female",73,"No","Rajasthan",4,29,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal",91.55,3673.60,0.00,0.00,1765.60,5439.20,"Stayed","Others","Others"
"36405-CHH","Male",47,"No","Chhattisgarh",9,26,"None","Yes","Yes","Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card",104.50,4036.85,0.00,0.00,1507.60,5544.45,"Churned","Competitor","Competitor had better devices"
"22439-RAJ","Female",73,"Yes","Rajasthan",4,1,"Deal 4","Yes","No","Yes","Fiber Optic","No","Yes","No","No","Yes","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal",95.00,1120.30,0.00,120.00,127.49,1367.79,"Churned","Dissatisfaction","Product dissatisfaction"
"33514-UTT","Female",28,"Yes","Uttar Pradesh",2,3,"Deal 5","Yes","Yes","Yes","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",50.35,314.55,0.00,0.00,255.96,570.51,"Stayed","Others","Others"
"21555-JHA","Female",54,"No","Jharkhand",15,34,"None","Yes","Yes","Yes","DSL","Yes","No","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Mailed Check",64.50,1888.45,0.00,0.00,79.20,1967.65,"Stayed","Others","Others"
"46640-PUN","Male",31,"Yes","Punjab",8,35,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",19.40,607.40,0.00,0.00,557.82,1165.22,"Stayed","Others","Others"
"23376-TAM","Female",68,"No","Tamil Nadu",3,18,"None","Yes","Yes","Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal",104.80,7518.55,6.11,0.00,2764.30,10276.74,"Stayed","Others","Others"
"98423-JAM","Male",65,"No","Jammu & Kashmir",5,6,"None","Yes","No","Yes","DSL","No","No","Yes","No","No","No","No","Yes","One Year","No","Credit Card",50.30,3079.75,10.23,0.00,1065.46,4134.98,"Stayed","Others","Others"
"34135-MAH","Female",21,"No","Maharashtra",9,6,"None","Yes","Yes","Yes","DSL","No","Yes","Yes","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",71.40,1212.10,0.00,0.00,411.36,1623.46,"Stayed","Others","Others"
"89530-KAR","Female",58,"Yes","Karnataka",15,33,"Deal 1","Yes","Yes","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",116.00,8182.85,0.00,0.00,2657.88,10840.73,"Stayed","Others","Others"
"69173-TAM","Male",27,"No","Tamil Nadu",9,27,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",19.85,19.85,0.00,0.00,31.77,51.62,"Churned","Attitude","Attitude of support person"
"22286-HAR","Female",54,"Yes","Haryana",6,36,"None","Yes","Yes","Yes","Fiber Optic","No","No","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",99.75,99.75,0.00,0.00,40.71,140.46,"Churned","Competitor","Competitor had better devices"
"66581-UTT","Female",73,"Yes","Uttar Pradesh",8,32,"Deal 3","Yes","No","Yes","Fiber Optic","No","Yes","No","No","Yes","Yes","Yes","Yes","One Year","Yes","Mailed Check",93.95,2861.45,0.00,0.00,1019.52,3880.97,"Stayed","Others","Others"
"22573-TAM","Male",46,"No","Tamil Nadu",9,35,"Deal 4","Yes","Yes","Yes","Fiber Optic","No","No","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",90.80,1442.20,0.00,0.00,779.36,2221.56,"Stayed","Others","Others"
"25964-HAR","Male",66,"Yes","Haryana",10,1,"Deal 2","Yes","Yes","Yes","Cable","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal",84.35,4059.35,0.00,0.00,1937.95,5997.30,"Churned","Competitor","Competitor offered higher download speeds"
"92186-PUN","Female",42,"No","Punjab",13,12,"Deal 1","No","No","Yes","Cable","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal",58.25,4145.90,0.00,0.00,0.00,4145.90,"Stayed","Others","Others"
"39892-ODI","Male",41,"Yes","Odisha",3,37,"None","Yes","Yes","Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",107.55,4290.80,0.00,0.00,1639.77,5930.57,"Stayed","Others","Others"
"71292-MAH","Female",18,"No","Maharashtra",1,5,"Deal 4","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",19.95,267.55,0.00,0.00,496.00,763.55,"Stayed","Others","Others"
"31698-PUN","Female",20,"Yes","Punjab",15,1,"None","Yes","Yes","Yes","Fiber Optic","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal",111.20,2317.10,0.00,120.00,761.46,3198.56,"Churned","Attitude","Attitude of service provider"
"76182-UTT","Male",47,"No","Uttar Pradesh",7,10,"None","No","No","Yes","DSL","Yes","Yes","Yes","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",40.20,1448.80,0.00,0.00,0.00,1448.80,"Churned","Competitor","Competitor offered more data"
"73588-KER","Female",72,"No","Kerala",14,29,"None","Yes","No","Yes","Fiber Optic","Yes","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card",85.80,2193.65,0.00,0.00,877.24,3070.89,"Stayed","Others","Others"
"59410-MAH","Male",50,"No","Maharashtra",5,17,"Deal 2","No","No","Yes","DSL","Yes","No","No","Yes","No","No","No","Yes","One Year","Yes","Credit Card",35.40,1748.90,0.00,0.00,0.00,1748.90,"Stayed","Others","Others"
"69444-JAM","Female",31,"Yes","Jammu & Kashmir",5,10,"None","Yes","Yes","Yes","Fiber Optic","No","No","No","No","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",73.85,511.25,13.03,0.00,200.34,698.56,"Churned","Competitor","Competitor made better offer"
"66365-UTT","Female",59,"Yes","Uttar Pradesh",9,5,"Deal 2","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Mailed Check",88.10,5526.75,0.00,0.00,2878.59,8405.34,"Stayed","Others","Others"
"38793-DEL","Female",46,"Yes","Delhi",10,19,"None","Yes","No","Yes","Cable","Yes","No","Yes","Yes","Yes","No","No","Yes","One Year","Yes","Bank Withdrawal",67.50,1544.05,0.00,0.00,435.60,1979.65,"Churned","Other","Don't know"
"66612-TEL","Female",38,"Yes","Telangana",8,27,"Deal 4","Yes","No","Yes","Fiber Optic","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",101.35,1553.95,0.00,0.00,688.80,2242.75,"Churned","Attitude","Attitude of service provider"
"39181-WES","Male",54,"Yes","West Bengal",10,10,"None","No","No","Yes","DSL","Yes","No","No","Yes","No","Yes","Yes","Yes","Month-to-Month","No","Credit Card",45.80,1284.40,0.00,0.00,0.00,1284.40,"Stayed","Others","Others"
"97688-TAM","Female",35,"Yes","Tamil Nadu",4,29,"None","Yes","No","Yes","Fiber Optic","No","No","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",94.65,6747.35,0.00,0.00,2391.84,9139.19,"Stayed","Others","Others"
"71687-KER","Male",69,"Yes","Kerala",4,15,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","Yes","Bank Withdrawal",20.50,926.55,0.00,0.00,1205.60,2132.15,"Stayed","Others","Others"
"34524-MAH","Female",57,"No","Maharashtra",13,23,"Deal 1","Yes","Yes","Yes","Fiber Optic","No","Yes","No","No","No","Yes","Yes","No","Month-to-Month","No","Credit Card",89.40,5976.90,36.02,40.00,3219.48,9200.36,"Stayed","Others","Others"
"93739-UTT","Female",44,"No","Uttar Pradesh",14,6,"None","Yes","No","Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",86.25,181.65,0.00,0.00,73.62,255.27,"Churned","Competitor","Competitor offered higher download speeds"
"21662-AND","Male",79,"Yes","Andhra Pradesh",15,36,"None","Yes","No","Yes","DSL","No","No","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal",74.85,3268.05,17.91,0.00,339.68,3589.82,"Stayed","Others","Others"
"19096-WES","Female",58,"Yes","West Bengal",14,28,"Deal 4","Yes","Yes","Yes","Fiber Optic","No","Yes","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",89.75,1052.40,0.00,0.00,172.56,1224.96,"Churned","Attitude","Attitude of support person"
"72489-HAR","Female",73,"No","Haryana",11,24,"None","Yes","Yes","Yes","Fiber Optic","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal",109.95,8074.05,0.00,0.00,1270.29,9344.34,"Stayed","Others","Others"
"46624-WES","Female",26,"Yes","West Bengal",13,27,"Deal 5","Yes","Yes","Yes","Fiber Optic","No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Mailed Check",80.20,80.20,0.00,0.00,1.23,81.43,"Churned","Price","Lack of affordable download/upload speed"
"14078-MAH","Female",28,"Yes","Maharashtra",6,18,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",19.85,63.75,0.00,0.00,77.25,141.00,"Churned","Price","Long distance charges"
"34425-ASS","Male",81,"No","Assam",0,21,"None","Yes","Yes","Yes","Fiber Optic","No","Yes","Yes","No","No","No","No","Yes","Two Year","Yes","Bank Withdrawal",86.45,2401.05,0.00,0.00,80.19,2481.24,"Stayed","Others","Others"
"41236-GUJ","Female",54,"No","Gujarat",10,15,"Deal 3","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",20.30,572.15,0.00,0.00,346.84,918.99,"Stayed","Others","Others"
"68369-UTT","Female",76,"No","Uttar Pradesh",6,12,"None","Yes","Yes","Yes","Fiber Optic","No","No","No","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",101.25,3949.15,0.00,0.00,785.85,4735.00,"Stayed","Others","Others"
"91027-CHH","Male",42,"No","Chhattisgarh",4,20,"None","Yes","Yes","Yes","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",94.70,2362.10,0.00,0.00,872.00,3234.10,"Churned","Competitor","Competitor had better devices"
"85993-KAR","Female",42,"Yes","Karnataka",11,1,"Deal 5","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Mailed Check",70.90,70.90,0.00,0.00,39.81,110.71,"Churned","Competitor","Competitor had better devices"
"12999-BIH","Female",52,"No","Bihar",5,34,"Deal 4","Yes","No","Yes","DSL","Yes","No","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",54.20,1152.70,0.00,0.00,599.28,1751.98,"Churned","Attitude","Attitude of service provider"
"48768-MAD","Female",57,"No","Madhya Pradesh",12,26,"Deal 1","Yes","Yes","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",114.90,8496.70,0.00,0.00,3482.64,11979.34,"Stayed","Others","Others"
"86994-ODI","Female",55,"Yes","Odisha",7,24,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Two Year","Yes","Bank Withdrawal",19.55,470.20,0.00,0.00,255.36,725.56,"Stayed","Others","Others"
"95096-UTT","Male",38,"No","Uttar Pradesh",0,32,"None","Yes","Yes","Yes","Fiber Optic","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",86.85,1564.40,0.00,0.00,148.96,1713.36,"Stayed","Others","Others"
"71676-GUJ","Female",18,"No","Gujarat",3,6,"None","Yes","Yes","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card",25.35,1847.55,0.00,0.00,653.20,2500.75,"Stayed","Others","Others"
"84002-ODI","Male",77,"No","Odisha",5,11,"None","Yes","Yes","Yes","Fiber Optic","Yes","No","Yes","Yes","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal",109.90,4354.10,0.00,0.00,829.95,5184.05,"Stayed","Others","Others"
"32553-TAM","Male",52,"No","Tamil Nadu",11,5,"None","Yes","Yes","Yes","Fiber Optic","No","Yes","No","No","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal",87.20,4366.25,0.00,0.00,51.23,4417.48,"Stayed","Others","Others"
"72664-JAM","Female",39,"No","Jammu & Kashmir",4,36,"None","Yes","No","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card",108.15,6825.65,0.00,0.00,109.12,6934.77,"Stayed","Others","Others"
"78178-UTT","Male",23,"Yes","Uttarakhand",6,1,"None","Yes","Yes","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",116.30,8309.55,0.00,0.00,204.48,8514.03,"Stayed","Others","Others"
"31311-PUN","Male",66,"Yes","Punjab",9,13,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",89.00,1050.45,0.00,0.00,293.79,1344.24,"Stayed","Others","Others"
"78389-KER","Female",51,"No","Kerala",4,36,"Deal 3","Yes","No","Yes","Fiber Optic","Yes","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",74.40,1972.35,0.00,0.00,1259.82,3232.17,"Stayed","Others","Others"
"47077-WES","Female",31,"Yes","West Bengal",9,3,"Deal 3","No","No","Yes","Cable","Yes","No","No","Yes","No","No","No","Yes","Two Year","No","Bank Withdrawal",35.05,844.45,0.00,0.00,0.00,844.45,"Stayed","Others","Others"
"94522-JHA","Male",77,"Yes","Jharkhand",0,30,"None","Yes","No","Yes","DSL","Yes","Yes","No","No","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal",74.75,2485.05,0.00,0.00,1158.30,3643.35,"Stayed","Others","Others"
"53287-MAH","Female",69,"Yes","Maharashtra",3,7,"None","Yes","No","Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card",105.50,6205.50,0.00,0.00,982.52,7188.02,"Churned","Attitude","Attitude of support person"
